SOURCE_DESC	SECTOR_DESC	GROUP_DESC	COMMODITY_DESC	CLASS_DESC	PRODN_PRACTICE_DESC	UTIL_PRACTICE_DESC	STATISTICCAT_DESC	UNIT_DESC	SHORT_DESC	DOMAIN_DESC	DOMAINCAT_DESC	AGG_LEVEL_DESC	STATE_ANSI	STATE_FIPS_CODE	STATE_ALPHA	STATE_NAME	ASD_CODE	ASD_DESC	COUNTY_ANSI	COUNTY_CODE	COUNTY_NAME	REGION_DESC	ZIP_5	WATERSHED_CODE	WATERSHED_DESC	CONGR_DISTRICT_CODE	COUNTRY_CODE	COUNTRY_NAME	LOCATION_DESC	YEAR	FREQ_DESC	BEGIN_CODE	END_CODE	REFERENCE_PERIOD_DESC	WEEK_ENDING	LOAD_TIME	VALUE	CV_%
CENSUS	CROPS	FIELD CROPS	SORGHUM	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	AREA HARVESTED	OPERATIONS	SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED	TOTAL	NOT SPECIFIED	ZIP CODE	20	20	KS	KANSAS							67744	00000000			9000	UNITED STATES	67744	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	16	 
CENSUS	CROPS	VEGETABLES	SWEET CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	SWEET CORN - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	55	55	WI	WISCONSIN	30	NORTHEAST	115	115	SHAWANO			00000000			9000	UNITED STATES	WISCONSIN, NORTHEAST, SHAWANO	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	36	 
SURVEY	CROPS	FIELD CROPS	COTTON	UPLAND	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	COTTON, UPLAND - ACRES HARVESTED	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	01	01	AL	ALABAMA	50	COASTAL PLAINS & GULF COAST						00000000			9000	UNITED STATES	ALABAMA, COASTAL PLAINS & GULF COAST	2003	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	73,000	 
CENSUS	CROPS	FIELD CROPS	GRAIN STORAGE CAPACITY	ALL CLASSES	ALL PRODUCTION PRACTICES	ON FARM	CAPACITY	OPERATIONS	GRAIN STORAGE CAPACITY, ON FARM - OPERATIONS WITH CAPACITY	TOTAL	NOT SPECIFIED	COUNTY	18	18	IN	INDIANA	50	CENTRAL	053	053	GRANT			00000000			9000	UNITED STATES	INDIANA, CENTRAL, GRANT	2012	POINT IN TIME	12	12	END OF DEC		2012-12-31 00:00:00	131	6.1
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	YIELD	BU / ACRE	CORN, GRAIN - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	21	21	KY	KENTUCKY	30	CENTRAL	155	155	MARION			00000000			9000	UNITED STATES	KENTUCKY, CENTRAL, MARION	1963	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	69	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	WHEAT - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	31	31	NE	NEBRASKA	60	EAST	153	153	SARPY			00000000			9000	UNITED STATES	NEBRASKA, EAST, SARPY	1963	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	6,200	 
SURVEY	CROPS	FIELD CROPS	SOYBEANS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	SOYBEANS - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	37	37	NC	NORTH CAROLINA	50	CENTRAL PIEDMONT	057	057	DAVIDSON			00000000			9000	UNITED STATES	NORTH CAROLINA, CENTRAL PIEDMONT, DAVIDSON	1994	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4,000	 
SURVEY	CROPS	FRUIT & TREE NUTS	APPLES	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRICE RECEIVED	$ / LB	APPLES - PRICE RECEIVED, MEASURED IN $ / LB	TOTAL	NOT SPECIFIED	STATE	17	17	IL	ILLINOIS								00000000			9000	UNITED STATES	ILLINOIS	1967	ANNUAL	00	00	MARKETING YEAR		2012-01-01 00:00:00	0.05	 
CENSUS	CROPS	HORTICULTURE	FLOWERING PLANTS, POTTED	INDOOR USE, SPRING FLOWERING BULBS, HYACINTH	ALL PRODUCTION PRACTICES	WHOLESALE, POTS	SALES	POTS	FLOWERING PLANTS, POTTED, INDOOR USE, SPRING FLOWERING BULBS, HYACINTH, WHOLESALE, POTS - SALES, MEASURED IN POTS	TOTAL	NOT SPECIFIED	STATE	55	55	WI	WISCONSIN								00000000			9000	UNITED STATES	WISCONSIN	2009	ANNUAL	00	00	YEAR		2015-01-31 00:00:00	(D)	 
CENSUS	CROPS	VEGETABLES	TURNIPS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	TURNIPS - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	28	28	MS	MISSISSIPPI	60	EAST CENTRAL	159	159	WINSTON			00000000			9000	UNITED STATES	MISSISSIPPI, EAST CENTRAL, WINSTON	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	3	41.8
CENSUS	CROPS	FIELD CROPS	GRAIN STORAGE CAPACITY	ALL CLASSES	ALL PRODUCTION PRACTICES	ON FARM	CAPACITY	OPERATIONS	GRAIN STORAGE CAPACITY, ON FARM - OPERATIONS WITH CAPACITY	TOTAL	NOT SPECIFIED	ZIP CODE	30	30	MT	MONTANA							59760	00000000			9000	UNITED STATES	59760	2007	POINT IN TIME	12	12	END OF DEC		2012-01-01 00:00:00	3	 
CENSUS	CROPS	FRUIT & TREE NUTS	TANGERINES	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA BEARING & NON-BEARING	ACRES	TANGERINES - ACRES BEARING & NON-BEARING	TOTAL	NOT SPECIFIED	COUNTY	48	48	TX	TEXAS	70	EDWARDS PLATEAU	265	265	KERR			00000000			9000	UNITED STATES	TEXAS, EDWARDS PLATEAU, KERR	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	(D)	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	IRRIGATED	ALL UTILIZATION PRACTICES	PRODUCTION	BU	WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	49	49	UT	UTAH	50	CENTRAL						00000000			9000	UNITED STATES	UTAH, CENTRAL	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	385,000	 
CENSUS	CROPS	FIELD CROPS	HAY & HAYLAGE	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED	TOTAL	NOT SPECIFIED	ZIP CODE	39	39	OH	OHIO							43553	00000000			9000	UNITED STATES	43553	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	1	 
SURVEY	CROPS	FIELD CROPS	OATS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	OATS - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	40	40	OK	OKLAHOMA	60	SOUTH CENTRAL	013	013	BRYAN			00000000			9000	UNITED STATES	OKLAHOMA, SOUTH CENTRAL, BRYAN	1993	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	25	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER, RED, SOFT	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRICE RECEIVED	$ / BU	WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU	TOTAL	NOT SPECIFIED	NATIONAL		99	US	US TOTAL								00000000			9000	UNITED STATES	US TOTAL	1990	MONTHLY	09	09	SEP		2012-01-01 00:00:00	2.47	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	IRRIGATED	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	CORN, IRRIGATED - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	20	20	KS	KANSAS	30	SOUTHWEST	081	081	HASKELL			00000000			9000	UNITED STATES	KANSAS, SOUTHWEST, HASKELL	1991	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	88,900	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	46	46	SD	SOUTH DAKOTA	30	NORTHEAST	037	037	DAY			00000000			9000	UNITED STATES	SOUTH DAKOTA, NORTHEAST, DAY	1986	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	131,000	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	BARLEY - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	04	04	AZ	ARIZONA	20	NORTHERN						00000000			9000	UNITED STATES	ARIZONA, NORTHERN	1970	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	63.6	 
CENSUS	CROPS	HORTICULTURE	NURSERY TOTALS	ALL CLASSES	IN THE OPEN	ALL UTILIZATION PRACTICES	AREA IN PRODUCTION	ACRES	NURSERY TOTALS, IN THE OPEN - ACRES IN PRODUCTION	TOTAL	NOT SPECIFIED	COUNTY	39	39	OH	OHIO	10	NORTHWEST	063	063	HANCOCK			00000000			9000	UNITED STATES	OHIO, NORTHWEST, HANCOCK	1997	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	(D)	 
CENSUS	CROPS	FRUIT & TREE NUTS	FRUIT & TREE NUT TOTALS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	FRUIT & TREE NUT TOTALS - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	ZIP CODE	09	09	CT	CONNECTICUT							06473	00000000			9000	UNITED STATES	06473	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	1	 
SURVEY	CROPS	FIELD CROPS	HAY	(EXCL ALFALFA)	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	TONS / ACRE	HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE	TOTAL	NOT SPECIFIED	COUNTY	30	30	MT	MONTANA	30	NORTHEAST	085	085	ROOSEVELT			00000000			9000	UNITED STATES	MONTANA, NORTHEAST, ROOSEVELT	1990	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	1	 
SURVEY	CROPS	FIELD CROPS	HAY	(EXCL ALFALFA)	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	TONS	HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS	TOTAL	NOT SPECIFIED	COUNTY	47	47	TN	TENNESSEE	30	WESTERN RIM	083	083	HOUSTON			00000000			9000	UNITED STATES	TENNESSEE, WESTERN RIM, HOUSTON	2006	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	22,000	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	PRODUCTION	BU	CORN, GRAIN - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	51	51	VA	VIRGINIA	70	SOUTHWESTERN	195	195	WISE			00000000			9000	UNITED STATES	VIRGINIA, SOUTHWESTERN, WISE	1960	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	38,800	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	21	21	KY	KENTUCKY	40	NORTHERN	103	103	HENRY			00000000			9000	UNITED STATES	KENTUCKY, NORTHERN, HENRY	1991	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	20	 
CENSUS	CROPS	FIELD CROPS	HAY & HAYLAGE	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED	AREA HARVESTED	AREA HARVESTED: (1.0 TO 49.9 ACRES)	ZIP CODE	48	48	TX	TEXAS							78160	00000000			9000	UNITED STATES	78160	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	134	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	WHEAT, WINTER - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	31	31	NE	NEBRASKA	70	SOUTHWEST	111	111	LINCOLN			00000000			9000	UNITED STATES	NEBRASKA, SOUTHWEST, LINCOLN	1956	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	58,130	 
SURVEY	CROPS	FIELD CROPS	HAY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	TONS / ACRE	HAY - YIELD, MEASURED IN TONS / ACRE	TOTAL	NOT SPECIFIED	COUNTY	46	46	SD	SOUTH DAKOTA	20	NORTH CENTRAL	107	107	POTTER			00000000			9000	UNITED STATES	SOUTH DAKOTA, NORTH CENTRAL, POTTER	1953	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	0.88	 
SURVEY	CROPS	VEGETABLES	SWEET POTATOES	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	SWEET POTATOES - ACRES HARVESTED	TOTAL	NOT SPECIFIED	STATE	54	54	WV	WEST VIRGINIA								00000000			9000	UNITED STATES	WEST VIRGINIA	1904	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	2,000	 
SURVEY	CROPS	FIELD CROPS	FLAXSEED	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	FLAXSEED - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	46	46	SD	SOUTH DAKOTA	50	CENTRAL		998	OTHER (COMBINED) COUNTIES			00000000			9000	UNITED STATES	SOUTH DAKOTA, CENTRAL, OTHER (COMBINED) COUNTIES	1984	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	400	 
CENSUS	CROPS	FRUIT & TREE NUTS	BLUEBERRIES	TAME	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	BLUEBERRIES, TAME - OPERATIONS WITH AREA HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	53	53	WA	WASHINGTON	10	WESTERN	027	027	GRAYS HARBOR			00000000			9000	UNITED STATES	WASHINGTON, WESTERN, GRAYS HARBOR	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	7	 
CENSUS	CROPS	HORTICULTURE	CUT CHRISTMAS TREES	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	$	CUT CHRISTMAS TREES - SALES, MEASURED IN $	ECONOMIC CLASS	ECONOMIC CLASS: (50,000 TO 99,999 $)	STATE	51	51	VA	VIRGINIA								00000000			9000	UNITED STATES	VIRGINIA	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	(D)	(D)
SURVEY	CROPS	FIELD CROPS	SOYBEANS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION, PREVIOUS YEAR	PCT VERY POOR	SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR	TOTAL	NOT SPECIFIED	STATE	10	10	DE	DELAWARE								00000000			9000	UNITED STATES	DELAWARE	2015	WEEKLY	44	44	WEEK #44	2015-11-01	2015-11-02 16:05:46	3	 
CENSUS	CROPS	HORTICULTURE	CUT CHRISTMAS TREES	OTHER CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	TREES	CUT CHRISTMAS TREES, OTHER CLASSES - SALES, MEASURED IN TREES	TOTAL	NOT SPECIFIED	STATE	50	50	VT	VERMONT								00000000			9000	UNITED STATES	VERMONT	2019	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	776	77.6
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PROGRESS, 5 YEAR AVG	PCT PLANTED	WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED	TOTAL	NOT SPECIFIED	STATE	18	18	IN	INDIANA								00000000			9000	UNITED STATES	INDIANA	1994	WEEKLY	37	37	WEEK #37	1993-09-19	2013-01-01 12:00:00	5	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	WHEAT, WINTER - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	20	20	KS	KANSAS	20	WEST CENTRAL	171	171	SCOTT			00000000			9000	UNITED STATES	KANSAS, WEST CENTRAL, SCOTT	1951	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	171,000	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	NON-IRRIGATED, FOLLOWING SUMMER FALLOW	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	08	08	CO	COLORADO	90	SOUTHEAST	025	025	CROWLEY			00000000			9000	UNITED STATES	COLORADO, SOUTHEAST, CROWLEY	1968	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4,680	 
SURVEY	CROPS	FIELD CROPS	OATS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRICE RECEIVED	$ / BU	OATS - PRICE RECEIVED, MEASURED IN $ / BU	TOTAL	NOT SPECIFIED	STATE	38	38	ND	NORTH DAKOTA								00000000			9000	UNITED STATES	NORTH DAKOTA	2014	ANNUAL	00	00	MARKETING YEAR		2019-04-05 15:00:25	2.42	 
SURVEY	CROPS	FIELD CROPS	COTTON	UPLAND	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	480 LB BALES	COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES	TOTAL	NOT SPECIFIED	COUNTY	37	37	NC	NORTH CAROLINA	80	CENTRAL COASTAL	013	013	BEAUFORT			00000000			9000	UNITED STATES	NORTH CAROLINA, CENTRAL COASTAL, BEAUFORT	1934	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	3,440	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	IRRIGATED	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	53	53	WA	WASHINGTON	20	CENTRAL	077	077	YAKIMA			00000000			9000	UNITED STATES	WASHINGTON, CENTRAL, YAKIMA	1973	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	83	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	01	01	AL	ALABAMA	80	HISTORIC DISTRICT 80	053	053	ESCAMBIA			00000000			9000	UNITED STATES	ALABAMA, HISTORIC DISTRICT 80, ESCAMBIA	1973	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	18	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	NON-IRRIGATED, FOLLOWING SUMMER FALLOW	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	20	20	KS	KANSAS	50	CENTRAL	041	041	DICKINSON			00000000			9000	UNITED STATES	KANSAS, CENTRAL, DICKINSON	1988	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	33.2	 
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, (EXCL DURUM)	NON-IRRIGATED	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	08	08	CO	COLORADO	60	EAST CENTRAL	121	121	WASHINGTON			00000000			9000	UNITED STATES	COLORADO, EAST CENTRAL, WASHINGTON	1965	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	30	 
SURVEY	CROPS	FIELD CROPS	BEANS	DRY EDIBLE, INCL CHICKPEAS	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	LB / ACRE	BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE	TOTAL	NOT SPECIFIED	STATE	55	55	WI	WISCONSIN								00000000			9000	UNITED STATES	WISCONSIN	1922	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	570	 
CENSUS	CROPS	HORTICULTURE	BEDDING PLANTS, HERBACEOUS PERENNIAL	RUDBECKIA	ALL PRODUCTION PRACTICES	POTS, 1 TO 1.9 GALLONS	SALES	OPERATIONS	BEDDING PLANTS, HERBACEOUS PERENNIAL, RUDBECKIA, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	STATE	44	44	RI	RHODE ISLAND								00000000			9000	UNITED STATES	RHODE ISLAND	2014	ANNUAL	00	00	YEAR		2015-01-31 00:00:00	7	60.6
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT, WINTER - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	20	20	KS	KANSAS	60	SOUTH CENTRAL	047	047	EDWARDS			00000000			9000	UNITED STATES	KANSAS, SOUTH CENTRAL, EDWARDS	1976	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	105,700	 
SURVEY	CROPS	FIELD CROPS	PASTURELAND	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION	PCT EXCELLENT	PASTURELAND - CONDITION, MEASURED IN PCT EXCELLENT	TOTAL	NOT SPECIFIED	STATE	24	24	MD	MARYLAND								00000000			9000	UNITED STATES	MARYLAND	2022	WEEKLY	15	15	WEEK #15	2022-04-17	2022-04-18 16:00:04	10	 
SURVEY	CROPS	FIELD CROPS	FLAXSEED	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	BU	FLAXSEED - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	38	38	ND	NORTH DAKOTA	40	WEST CENTRAL	055	055	MCLEAN			00000000			9000	UNITED STATES	NORTH DAKOTA, WEST CENTRAL, MCLEAN	2001	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	794,000	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	NON-IRRIGATED, CONTINUOUS CROP	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	BARLEY, NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	08	08	CO	COLORADO	20	NORTHEAST	115	115	SEDGWICK			00000000			9000	UNITED STATES	COLORADO, NORTHEAST, SEDGWICK	1957	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	1,180	 
SURVEY	CROPS	FIELD CROPS	SORGHUM	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	YIELD	BU / ACRE	SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	40	40	OK	OKLAHOMA	30	SOUTHWEST	031	031	COMANCHE			00000000			9000	UNITED STATES	OKLAHOMA, SOUTHWEST, COMANCHE	1983	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	34.2	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	SILAGE	PRODUCTION	TONS	CORN, SILAGE - PRODUCTION, MEASURED IN TONS	TOTAL	NOT SPECIFIED	COUNTY	51	51	VA	VIRGINIA	20	NORTHERN	061	061	FAUQUIER			00000000			9000	UNITED STATES	VIRGINIA, NORTHERN, FAUQUIER	1999	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	55,800	 
CENSUS	CROPS	FRUIT & TREE NUTS	GRAPES	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA BEARING & NON-BEARING	ACRES	GRAPES - ACRES BEARING & NON-BEARING	TOTAL	NOT SPECIFIED	COUNTY	18	18	IN	INDIANA	10	NORTHWEST	149	149	STARKE			00000000			9000	UNITED STATES	INDIANA, NORTHWEST, STARKE	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4	 
SURVEY	CROPS	FIELD CROPS	SOYBEANS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	SOYBEANS - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	05	05	AR	ARKANSAS	30	NORTHEAST						00000000			9000	UNITED STATES	ARKANSAS, NORTHEAST	2006	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	37	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT, WINTER - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	29	29	MO	MISSOURI	10	NORTHWEST	047	047	CLAY			00000000			9000	UNITED STATES	MISSOURI, NORTHWEST, CLAY	2014	ANNUAL	00	00	YEAR		2014-12-11 15:05:13	1,350	 
CENSUS	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	AREA HARVESTED	OPERATIONS	CORN, GRAIN - OPERATIONS WITH AREA HARVESTED	AREA HARVESTED	AREA HARVESTED: (100 TO 249 ACRES)	ZIP CODE	47	47	TN	TENNESSEE							38063	00000000			9000	UNITED STATES	38063	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	5	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	IRRIGATED	GRAIN	YIELD	BU / ACRE	CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	31	31	NE	NEBRASKA	10	NORTHWEST						00000000			9000	UNITED STATES	NEBRASKA, NORTHWEST	1978	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	105.9	 
